accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
about three months of sort of like . I got my friend to write &a letter& to $him$ and um yeah <your friend ?>,write him a letter,write,him,Def,pronoun,Anim,a letter,Indef,non,Inanim
yeah she enjoyed it that much that she uh sent &ten CDs& to $me$ back from . <>,sent me ten CDs,sent,me,Def,pronoun,Anim,ten CDs,Indef,non,Inanim
the customers get more embarrassed about serving &condoms& to $them$ than we do eh .,serving them condoms,serving,them,Def,pronoun,Anim,condoms,Indef,non,Inanim
um Tim McClennan gave &Post& to $me$ for my birthday <score> and then,gave me Post,gave,me,Def,pronoun,Anim,Post,Def-pn,non,Inanim
so the guy from Galaxy is going to give &a ring& to $me$ and say I've got you some .,give me a ring,give,me,Def,pronoun,Anim,a ring,Indef,non,Inanim
actually no I'll give &a ring& to $him$ tomorrow .,give him a ring,give,him,Def,pronoun,Anim,a ring,Indef,non,Inanim
oh okay well I'll tell &the whole story& to $you$,tell you the whole story .,tell,you,Def,pronoun,Anim,the whole story,Def,non,Inanim
yeah . I I can't say it's taught &anything in particular& to $me$ through life,taught me anything in particular,taught,me,Def,pronoun,Anim,anything in particular,Indef,non,Inanim
<mmm> but it's just taught &something about kayaking& to $me$,taught me something about kayaking,taught,me,Def,pronoun,Anim,something about kayaking,Indef,non,Inanim
and then I was there for three weeks and they offered &an apprenticeship& to $me$ so um --,offered me an apprenticeship --,offered,me,Def,pronoun,Anim,an apprenticeship,Indef,non,Inanim
 - and pictures and sorta gave &these pictures& to $me$ I was sorta looking,gave me these pictures,gave,me,Def,pronoun,Anim,these pictures,Def,non,Inanim
and then Marie wrote &a letter back& to $me$,wrote me a letter back,wrote,me,Def,pronoun,Anim,a letter back,Indef,non,Inanim
give &some warm clothing& to $her$ polyprops and gloves and hat and stuff like that -,give her some warm clothing,give,her,Def,pronoun,Anim,some warm clothing,Indef,non,Inanim
we'll give &one more chance& to $you$,give you one more chance.,give,you,Def,pronoun,Anim,one more chance,Indef,non,Inanim
Mark must've told &the story& to $Paul$ so as soon as she came back -,told Paul the story .,told,Paul,Def-pn,non,Anim,the story,Def,non,Inanim
and he said oh right well cos we're going along pretty slow I might have to write &a note& to $him$ so .,write him a note,write,him,Def,pronoun,Anim,a note,Indef,non,Inanim
don't know if he's gonna write &a note& to $him$ saying look I'm not ready to go back I don't know,write him a note,write,him,Def,pronoun,Anim,a note,Indef,non,Inanim
oh they already give &some shit& to $us$ anyway cos it was like .,give us some shit,give,us,Def,pronoun,Anim,some shit,Indef,non,Inanim
to give &a fixture date& to $us$,give us a fixture date,give,us,Def,pronoun,Anim,a fixture date,Indef,non,Inanim
so we were all we were all giving &a hard time about that& to $him$,giving him a hard time about that,giving,him,Def,pronoun,Anim,a hard time about that,Indef,non,Inanim
um someone gave &a moustache& to $him$,gave him a moustache,gave,him,Def,pronoun,Anim,a moustache,Indef,non,Inanim
and then . I . my auntie gave &a call& to $me$ and there was a um . well not my real auntie .,gave me a call,gave,me,Def,pronoun,Anim,a call,Indef,non,Inanim
um and he goes oi oh nah he just gave &a text& to $her$ and goes oi Matty just .,gave her a text,gave,her,Def,pronoun,Anim,a text,Indef,non,Inanim
so he just taught &real cheap ways to do that& to $them$,taught them real cheap ways to do that .,taught,them,Def,pronoun,Anim,real cheap ways to do that,Indef,non,Inanim
and . she made &cheese burgers& to $me$ and like I had a like like all the other missionary kids around .   so,made me cheese burgers,made,me,Def,pronoun,Anim,cheese burgers,Indef,non,Inanim
er he just ahh didn't really tell &much about that& to $us$,tell us much about that . .,tell,us,Def,pronoun,Anim,much about that,Indef,non,Inanim
a box set or whatever and you . show it gives &instructions on how to make it& to $you$,gives you instructions on how to make it .,gives,you,Def,pronoun,Anim,instructions on how to make it,Indef,non,Inanim
yeah it's just like people from overseas and stuff they're not so keen to give &a job& to $you$ now cos they haven't got jobs for the people,give you a job,give,you,Def,pronoun,Anim,a job,Indef,non,Inanim
you tell them I'm not buying it . they'll come around if you offer &something a bit less& to $them$ so <yeah> .,offer them something a bit less,offer,them,Def,pronoun,Anim,something a bit less,Indef,non,Inanim
more or less . trying to give &a feeling for the social implications of being an engineer& to $you$,give you a feeling for the social implications of being an engineer,give,you,Def,pronoun,Anim,a feeling for the social implications of being an engineer,Indef,non,Inanim
but there was one young fellow we dec yeah we gave &a good hosing down& to $him$ and he always used to be a classic he'd just stand in the shower,gave him a good hosing down,gave,him,Def,pronoun,Anim,a good hosing down,Indef,non,Inanim
more or less just had to casually walk back give &a smile& to $them$ and a wave and back into my shower,give them a smile,give,them,Def,pronoun,Anim,a smile,Indef,non,Inanim
oh Gillian was just ah wondering was I gonna give &a bath& to $him$ and I was saying just not at the moment I'll just open the door and see -   what's,give him a bath,give,him,Def,pronoun,Anim,a bath,Indef,non,Inanim
I just sort of know well I've got to go down to work in a day or two's time I couldn't have told &what day it was& to $you$,told you what day it was,told,you,Def,pronoun,Anim,what day it was,Indef,non,Inanim
or just giving &the opportunity& to $me$ to get,giving me the opportunity,giving,me,Def,pronoun,Anim,the opportunity,Def,non,Inanim
perhaps it wasn't the course wasn't as practical as what it could be or showing &the applications& to $you$ more,showing you the applications,showing,you,Def,pronoun,Anim,the applications,Def,non,Inanim
he went over to give &a hand& to $him$ one summer -,give him a hand,give,him,Def,pronoun,Anim,a hand,Indef,non,Inanim
no they didn't give &a pen& to $me$ cos I won heaps of prizes,give me a pen,give,me,Def,pronoun,Anim,a pen,Indef,non,Inanim
she finally . Mary told &what the woman meant& to $me$,told me what the woman meant .,told,me,Def,pronoun,Anim,what the woman meant,Indef,non,Inanim
I won't tell &what he shook& to $you$ ahh -,tell you what he shook .,tell,you,Def,pronoun,Anim,what he shook,Indef,non,Inanim
and then they offered &a position down here& to $me$ which which ahh,offered me a position down here,offered,me,Def,pronoun,Anim,a position down here,Indef,non,Inanim
but um was yeah sort of prepared to give &a go& to $it$ so that's how I jumped into it about June ninety two so nearly a couple of years ago .,give it a go,give,it,Def,pronoun,Inanim,a go,Indef,non,Inanim
maybe a wee bit out of my line < > . yeah . yeah . just . yeah . happen to find one for about twenty bucks . give &a yell& to $us$,give us a yell .,give,us,Def,pronoun,Anim,a yell,Indef,non,Inanim
relatively cheaply I mean I think the most expensive room inside . has cost &about fifty bucks& to $us$,cost us about fifty bucks .,cost,us,Def,pronoun,Anim,about fifty bucks,Indef,non,Inanim
I really recommend if anybody's interesting just give &a ring& to $me$ my phone number's three five eight eight two seven one .,give me a ring,give,me,Def,pronoun,Anim,a ring,Indef,non,Inanim
yeah we . ar . give &heaps& to $her$,give her heaps .,give,her,Def,pronoun,Anim,heaps,Indef,non,Inanim
so <I see> always putting practical jokes I owe &a few& to $her$,owe her a few -,owe,her,Def,pronoun,Anim,a few,Indef,non,Inanim
terrible I don't know who told &that& to $you$,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
yeah they gave &a writer& to $me$ well I mean I couldn't write you know . was fair enough .,gave me a writer,gave,me,Def,pronoun,Anim,a writer,Indef,non,Anim
and he goes well what we'll do is we'll like um we'll give &the same mark& to $you$ for the second test .,give you the same mark,give,you,Def,pronoun,Anim,the same mark,Def,non,Inanim
I mean I don't care how good I am like . I tell &what& to $you$ I I like basketball .,tell you what,tell,you,Def,pronoun,Anim,what,Indef,non,Inanim
if I can recall he told &a few stories& to $me$ but .,told me a few stories,told,me,Def,pronoun,Anim,a few stories,Indef,non,Inanim
um . and in fact the whole assignment cost &about two grand& to $me$,cost me about two grand,cost,me,Def,pronoun,Anim,about two grand,Indef,non,Inanim
we couldn't really give &first prize& to $you$ because .,give you first prize,give,you,Def,pronoun,Anim,first prize,Indef,non,Inanim
so I was really surprised when he sent &that tape& to $me$,sent me that tape,sent,me,Def,pronoun,Anim,that tape,Def,non,Inanim
wore bermuda shorts <> and brought &beers& to $everyone$ in the pub,brought everyone beers,brought,everyone,Def,non,Anim,beers,Indef,non,Inanim
in January they send &a little parcel& to $you$ and it says .,send you a little parcel,send,you,Def,pronoun,Anim,a little parcel,Indef,non,Inanim
they tell &everything you need to know& to $you$,tell you everything you need to know,tell,you,Def,pronoun,Anim,everything you need to know,Def,non,Inanim
no not really they just tell &what to do& to $you$ there's nothing to it . you walk up .,tell you what to do,tell,you,Def,pronoun,Anim,what to do,Indef,non,Inanim
you shake with your right hand they tell &this& to $you$,tell you this,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
so somebody else offered &a job in a light engineering shop& to $him$,offered him a job in a light engineering shop .,offered,him,Def,pronoun,Anim,a job in a light engineering shop,Indef,non,Inanim
University Hall . got to me first they sent &a letter& to $me$ saying,sent me a letter,sent,me,Def,pronoun,Anim,a letter,Indef,non,Inanim
give them another hundred an fif give &another thousand years& to $them$,give them another thousand years,give,them,Def,pronoun,Anim,another thousand years,Indef,non,Inanim
um what I need now is a badge and a gun so we lent &a badge and a gun& to $her$,lent her a badge and a gun .,lent,her,Def,pronoun,Anim,a badge and a gun,Indef,non,Inanim
I suppose Zaria told &what happened there& to $you$,told you what happened there ?,told,you,Def,pronoun,Anim,what happened there,Indef,non,Inanim
/I just told &that& to $you$ on the tapes /on the the tape/,told you that/,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
yeah he's into it . give &a ring& to $him$ if you wanna go out,give him a ring,give,him,Def,pronoun,Anim,a ring,Indef,non,Inanim
<oh> would have cost &a hundred and five bucks& to $him$ you know <>,cost him a hundred and five bucks,cost,him,Def,pronoun,Anim,a hundred and five bucks,Indef,non,Inanim
gonna cost &four dollars& to $you$ to keep the collection .,cost you four dollars,cost,you,Def,pronoun,Anim,four dollars,Indef,non,Inanim
she was only about ten so she paid &the four dollars& to $me$ <four dollars>,paid me the four dollars,paid,me,Def,pronoun,Anim,the four dollars,Def,non,Inanim
so maybe that will give &some clue& to $me$,give me some clue -,give,me,Def,pronoun,Anim,some clue,Indef,non,Inanim
but I mean denying &all that& to $yourself$ is is really . stupid,denying yourself all that,denying,yourself,Def,pronoun,Anim,all that,Def,pronoun,Inanim
show &where I work& to $them$ and all that sort of thing <yeah>,show them where I work,show,them,Def,pronoun,Anim,where I work,Indef,non,Inanim
show &the back of your hand& to $them$ they were little .bitches,show them the back of your hand,show,them,Def,pronoun,Anim,the back of your hand,Def,non,Inanim
and . give &whatever she had& to $us$ and . she was very nice and we used to like . to get sick,give us whatever she had,give,us,Def,pronoun,Anim,whatever she had,Indef,pronoun,Inanim
I can't tell &the number of years we were there& to $you$,tell you the number of years we were there .,tell,you,Def,pronoun,Anim,the number of years we were there,Def,non,Inanim
and she gave &a smack on the hand& to $me$ she said you're not allowed to touch those,gave me a smack on the hand,gave,me,Def,pronoun,Anim,a smack on the hand,Indef,non,Inanim
yes . the bells of St Clements owe &a farthing& to $me$,owe me a farthing .,owe,me,Def,pronoun,Anim,a farthing,Indef,non,Inanim
oh couldn't tell &that& to $you$ now - I know that at my father's funeral it was horses <mm> mm  /I,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
ahh when I went to primary school. and it was in standard six form two. a little friend she's a friend to this day. wrote &a little note& to $me$ and it said dear Lucie L O O S E Y.,wrote me a little note.,wrote,me,Def,pronoun,Anim,a little note,Indef,non,Inanim
and ahh photographs of course remind you of when you are little at that age wearing a school uniform for instance I can show &a photo of that& to $you$,show you a photo of that -,show,you,Def,pronoun,Anim,a photo of that,Indef,non,Inanim
movement and she wrote &a letter& to $him$ the letters. er that he sent her are now with Turnbull library we took them.,wrote him a letter,wrote,him,Def,pronoun,Anim,a letter,Indef,non,Inanim
interior I can show &some pictures& to $you$ later on or but as a matter of fact because when my mother went to live with me in Wellington,show you some pictures,show,you,Def,pronoun,Anim,some pictures,Indef,non,Inanim
and Nana in Sydney sent &dresses& to $me$ every birthday and of course I looked forward to those because it was depression times and they were always rather special dresses.  and,sent me dresses,sent,me,Def,pronoun,Anim,dresses,Indef,non,Inanim
she would give &a duster& to $me$ Oh I learnt to oh I know I was a Brownie as a little girl and. ahh in those days.,give me a duster.,give,me,Def,pronoun,Anim,a duster,Indef,non,Inanim
in the afternoons give &their drinks& to $them$ at certain times supervise their play. mother was responsible for that.,give them their drinks,give,them,Def,pronoun,Anim,their drinks,Def,non,Inanim
but ahh if in that whopping couch time if mother wanted to give &a special treat& to $me$ I would have a grape fruit.,give me a special treat.,give,me,Def,pronoun,Anim,a special treat,Indef,non,Inanim
my mother taught dancing. and there were people who could manage to pay &the pittence& to $her$ to let their children learn dancing.,pay her the pittence,pay,her,Def,pronoun,Anim,the pittence,Def,non,Inanim
er she gave &pocket money& to $me$ and I had to buy my own silk stockings with that,gave me pocket money,gave,me,Def,pronoun,Anim,pocket money,Indef,non,Inanim
and I s and he said I'm looking through here have have you seen those photos of us in our class photos no I said and so he showed &some& to $me$,showed me some.,showed,me,Def,pronoun,Anim,some,Indef,non,Inanim
so I gave the uninteresting ones away and the ones that said if you write to me I'll send &stamps and a kimono and all sorts of things& to $you$,send you stamps and a kimono and all sorts of things.,send,you,Def,pronoun,Anim,stamps and a kimono and all sorts of things,Indef,non,Inanim
my mother it was her hobby I was in Dunedin I think as a student she showed &some of them& to $me$,showed me some of them.,showed,me,Def,pronoun,Anim,some of them,Indef,non,Inanim
Frances would a been able to tell &quite a bit about her& to $you$ did she,tell you quite a bit about her,tell,you,Def,pronoun,Anim,quite a bit about her,Indef,non,Inanim
7 o'clock i think it was 7 breakfast then 10 o'clock morning tea 12 dinner 3 afternoon tea and about 6 you had tea and then you hadda sit up till 10 o'clock and give &supper& to $them$ and then clean up afterwards (.),give them supper,give,them,Def,pronoun,Anim,supper,Def,non,Inanim
and some people were kind and gave &a ride up to Gibson& to $me$ we used to have dances on they were trying to buy a piano for the uh the school and we'd have a dance up there about every fortnight or three weeks and,gave me a ride up to Gibson,gave,me,Def,pronoun,Anim,a ride up to Gibson,Indef,non,Inanim
some kind people would offer &a ride up& to $me$   home,offer me a ride up,offer,me,Def,pronoun,Anim,a ride up,Indef,non,Inanim
and one day Uncle Jim gave &some mouldy chaff& to $Sammy$ oh dear I'll never (.),gave Sammy some mouldy chaff,gave,Sammy,Def-pn,non,Anim,some mouldy chaff,Indef,non,Inanim
oh well (.) yes if we killed a pig well (.) you know somebody'd give &a pig& to $us$,give us a pig (.),give,us,Def,pronoun,Anim,a pig,Indef,non,Anim
oh no it was killed a pig and and give &some more pork bones& to $you$ or,give you some more pork bones,give,you,Def,pronoun,Anim,some more pork bones,Indef,non,Inanim
conservation no it wouldn't be conservation they offered &10 dollars& to $her$ for it,offered her 10 dollars,offered,her,Def,pronoun,Anim,10 dollars,Indef,non,Inanim
Frances tell &that& to $you$,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
 - and uh which I . I wouldn't give &thank you& to $you$ for today,give you thank you,give,you,Def,pronoun,Anim,thank you,Indef,non,Inanim
. mum went as crook as blazes 'cause we'd run away from home and . she gave &a belt across the backside& to $us both$ that was all,gave us both a belt across the backside,gave,us both,Def,pronoun,Anim,a belt across the backside,Indef,non,Inanim
which never did &any harm& to $anybody$ either . if they caught you doing something you shouldn't do,did anybody any harm,did,anybody,Indef,non,Anim,any harm,Indef,non,Inanim
I don't even I I don't remember mum ever hitting me dad gave &a couple of whacks across the backside& to $me$ a few times but .,gave me a couple of whacks across the backside,gave,me,Def,pronoun,Anim,a couple of whacks across the backside,Indef,non,Inanim
. and it didn't do &any harm& to $you$ either it made you made you realise you'd done something wrong and you didn't do it again,do you any harm,do,you,Def,pronoun,Anim,any harm,Indef,non,Inanim
 - I know uhh when I when I asked if it was all over they gave &a drink& to $me$ and I couldn't swallow it came up and out,gave me a drink,gave,me,Def,pronoun,Anim,a drink,Indef,non,Inanim
he'd tell &a certain amount& to $us$  and,tell us a certain amount .,tell,us,Def,pronoun,Anim,a certain amount,Indef,non,Inanim
and so we'd all give &a big hug& to $him$ and so mum and that and ah off we'd go to bed but .  he'd,give him a big hug,give,him,Def,pronoun,Anim,a big hug,Indef,non,Inanim
and he said 'why' . and she s- told him that her father . his father had given &a ride into town& to $her$  and,given her a ride into town.,given,her,Def,pronoun,Anim,a ride into town,Indef,non,Inanim
I'd make a cup of tea . and ah Mum'd get story yarning and telling &grandad's old stories& to $them$ and that .  and,telling them grandad's old stories,telling,them,Def,pronoun,Anim,grandad's old stories,Def,non,Inanim
yeah. we we. she used to put it on the plates and we used to sit down and she'd give &a plate full of food& to $us$ in front of us,give us a plate full of food,give,us,Def,pronoun,Anim,a plate full of food,Indef,non,Inanim
she taught &quite a bit about cooking& to $me$,taught me quite a bit about cooking,taught,me,Def,pronoun,Anim,quite a bit about cooking,Indef,non,Inanim
 - he always gave us a - took us on his knee and gave &a cuddle& to $us$ even till we were. quite big,gave us a cuddle,gave,us,Def,pronoun,Anim,a cuddle,Indef,non,Inanim
'cause it hur~ hurt. but um. mum used to give &a few whacks& to $me$ you know,give me a few whacks,give,me,Def,pronoun,Anim,a few whacks,Indef,non,Inanim
. he would take Bob and I with us and we'd give &a rifle& to $us$ and,give us a rifle each,give,us,Def,pronoun,Anim,a rifle,Indef,non,Inanim
sometimes give them . - hot day we used to take the saddles off and . give &a good sponge down& to $them$,give them a good sponge down,give,them,Def,pronoun,Anim,a good sponge down,Indef,non,Inanim
give &a good wash down& to $them$,give them a good wash down,give,them,Def,pronoun,Anim,a good wash down,Indef,non,Inanim
and then at night they always got a we~ . gave &a couple of buckets of chaff& to $them$ at night,gave them a couple of buckets of chaff,gave,them,Def,pronoun,Anim,a couple of buckets of chaff,Indef,non,Inanim
. give &one& to $them$ and go back and give them another one later on you know . perhaps,give them one,give,them,Def,pronoun,Anim,one,Indef,pronoun,Inanim
. give them one and go back and give &another one& to $them$ later on you know . perhaps,give them another one,give,them,Def,pronoun,Anim,another one,Indef,pronoun,Inanim
. and um . the next year he taught us . taught &rugby& to $us$,taught us rugby,taught,us,Def,pronoun,Anim,rugby,Indef,non,Inanim
so he was quite good as far as . teaching &sport& to $us$ was concerned,teaching us sport,teaching,us,Def,pronoun,Anim,sport,Indef,non,Inanim
to . give &a little education& to $me$  and,give me a little education,give,me,Def,pronoun,Anim,a little education,Indef,non,Inanim
yes um I was too young to remember all this so if you speak to my ah the older members of my family they'll tell &something like that& to $you$ um .,tell you something like that,tell,you,Def,pronoun,Anim,something like that,Indef,non,Inanim
and we went in there and they allowed us to dry our clothes and they gave &a meal& to $us$,gave us a meal .,gave,us,Def,pronoun,Anim,a meal,Indef,non,Inanim
I didn't go back for a year it didn't do &any harm& to $me$,do me any harm,do,me,Def,pronoun,Anim,any harm,Indef,non,Inanim
I got through it which gave &a free place& to $me$,gave me a free place,gave,me,Def,pronoun,Anim,a free place,Indef,non,Inanim
and ahh . a few years ago I could have told &their names& to $you$ but . not now .,told you their names,told,you,Def,pronoun,Anim,their names,Def,non,Inanim
and ahh . every year he gave &a lilly& to $us$,gave us a lilly .,gave,us,Def,pronoun,Anim,a lilly,Indef,non,Inanim
and ahh give us . tell &bible stories& to $us$  which,tell us bible stories .,tell,us,Def,pronoun,Anim,bible stories,Indef,non,Inanim
to wake us all up . and to give &a little break& to $us$  ahh .,give us a little break .,give,us,Def,pronoun,Anim,a little break,Indef,non,Inanim
and she would be our ahh teach &our singing& to $us$ so . that's the way we had that .  and,teach us our singing,teach,us,Def,pronoun,Anim,our singing,Def,non,Inanim
but their real aim was to teach &something about sex& to $us$  ahh,teach us something about sex .,teach,us,Def,pronoun,Anim,something about sex,Indef,non,Inanim
and th~ and ahh he gave &a demonstration& to $us$ he got a a a a he'd given a he'd done this during part of it .  how,gave us a demonstration .,gave,us,Def,pronoun,Anim,a demonstration,Indef,non,Inanim
and then he went out and told the other boys that that he'd given &the job& to $me$  so,given me the job .,given,me,Def,pronoun,Anim,the job,Def,non,Inanim
the lady . who thought ahh . her husband was giving &a marvellous Christmas present& to $her$  and,giving her a marvellous Christmas present .,giving,her,Def,pronoun,Anim,a marvellous Christmas present,Indef,non,Inanim
if your parent gave &a note& to $you$  you,gave you a note .,gave,you,Def,pronoun,Anim,a note,Indef,non,Inanim
I f~ they they gave them a used to call them give &a special nickname& to $them$ those books . copybooks .  ahh,give them a special nickname,give,them,Def,pronoun,Inanim,a special nickname,Indef,non,Inanim
and it was much easier to give &the information they wanted about trains& to $people$ than to tell them they had the wrong number,give people the information they wanted about trains,give,people,Indef,non,Anim,the information they wanted about trains,Def,non,Inanim
well sent me to the headmaster's office and he gave &the strap& to $me$,gave me the strap,gave,me,Def,pronoun,Anim,the strap,Def,non,Inanim
oh papered walls I think <mmm> I couldn't tell &anything really about that& to $you$,tell you anything really about that,tell,you,Def,pronoun,Anim,anything really about that,Indef,non,Inanim
I couldn't tell &that& to $you$,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I think was partly to get . get give &a chance of getting out& to $the maid$ you see for the afternoon <uh huh>,give the maid a chance of getting out .,give,the maid,Def,non,Anim,a chance of getting out,Indef,non,Inanim
oh I couldn't tell &that& to $you$ just very much what people eat now days I suppose .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
he gave &an awful fright& to $me$,gave me an awful fright -,gave,me,Def,pronoun,Anim,an awful fright,Indef,non,Inanim
I told &that& to $you$ in here,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
tell &those ones Roy made up& to $Rosemary$,tell Rosemary those ones Roy made up,tell,Rosemary,Def-pn,non,Anim,those ones Roy made up,Def,pronoun,Inanim
and you cashed up . they always gave &a free paper to take home& to $you$,gave you a free paper to take home .,gave,you,Def,pronoun,Anim,a free paper to take home,Indef,non,Inanim
and this one night he gave &a bundle of papers which was nearly as big as I was& to $me$ and said get down the cellar and then he caus~ called a strike .,gave me a bundle of papers which was nearly as big as I was,gave,me,Def,pronoun,Anim,a bundle of papers which was nearly as big as I was,Indef,non,Inanim
and uh . I told this woman she'd won it and she gave &a shilling& to $me$ and .,gave me a shilling,gave,me,Def,pronoun,Anim,a shilling,Indef,non,Inanim
oh no . you know things come tough in some ways but ahh . it h~ it did &no harm& to $you$,did you no harm,did,you,Def,pronoun,Anim,no harm,Indef,non,Inanim
didn't do a lot of good but s~ it did &no harm& to $them$ mmm <mmm> .,did them no harm .,did,them,Def,pronoun,Anim,no harm,Indef,non,Inanim
talking about sermons he was giving &the rules of the day& to $us$ and .,giving us the rules of the day,giving,us,Def,pronoun,Anim,the rules of the day,Def,non,Inanim
and ahh . we managed to get enough off each plate to give &a meal& to $this chap$ and he turned out to be a very nice chap he was a seaman .,give this chap a meal,give,this chap,Def,non,Anim,a meal,Indef,non,Inanim
first thing I had to do was get up in the morning and take &a cup of tea& to $her$ in bed .,take her a cup of tea,take,her,Def,pronoun,Anim,a cup of tea,Indef,non,Inanim
remembered him telling &that& to $me$,telling me that,telling,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and um she wrote &a lovely a big big letter& to $me$,wrote me a lovely a big big letter .,wrote,me,Def,pronoun,Anim,a lovely a big big letter,Indef,non,Inanim
but nobody told &anything about it& to $me$ beforehand,told me anything about it,told,me,Def,pronoun,Anim,anything about it,Indef,non,Inanim
you'd give &a drink& to $them$ and they'd go on their way,give them a drink,give,them,Def,pronoun,Anim,a drink,Indef,non,Inanim
but ah I couldn't actually tell &their ages& to $you$ right at that moment .,tell you their ages,tell,you,Def,pronoun,Anim,their ages,Def,non,Inanim
she'd after she'd given &our bath& to $us$ she'd take the rest of the boiling water out of the kettle and put it into the bath and put our napkins and things to wash our napkins in the bath,given us our bath,given,us,Def,pronoun,Anim,our bath,Def,non,Inanim
well he doesn't give &so much& to $you$ he wouldn't give you so much a doe a doe skin It'd only be worth about a penny or so,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
well he doesn't give &so much& to $you$ he wouldn't give you so much a doe a doe skin It'd only be worth about a penny or so,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
wished &all the best& to $you$ but Mr Hassle that was the manager in those days he did try very hard to hold onto me but he couldn't they said no,wished you all the best,wished,you,Def,pronoun,Anim,all the best,Def,non,Inanim
really was it was a great experience mind you it broadens your mind I'll give &that& to $you$,give you that .,give,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and then they offered &the job to take over five canteens& to $me$,offered me the job to take over five canteens .,offered,me,Def,pronoun,Anim,the job to take over five canteens,Def,non,Inanim
and I they said well we're offering &the job& to $you$ do you want it or don't you I said I'll have it,offering you the job,offering,you,Def,pronoun,Anim,the job,Def,non,Inanim
my meals and I would perhaps m.. many times the only woman in there with all the men and they used to give &hell& to $me$,give me hell,give,me,Def,pronoun,Anim,hell,Def,non,Inanim
you didn't get it all round . the place. you might get some of the departments might give &five percent& to $you$,give you five percent .,give,you,Def,pronoun,Anim,five percent,Def,non,Inanim
no they didn't charge &anything& to $us$ to stay there .,charge us anything,charge,us,Def,pronoun,Anim,anything,Indef,non,Inanim
yeah give &all his pay& to $me$ and he'd get I can't remember now what pocket money I'd give used to give you,give me all his pay,give,me,Def,pronoun,Anim,all his pay,Def,non,Inanim
what's mine is Morris's what's mine if I was short he would give &some money& to $me$ if I was short I'd had some I'd give it to him,give me some money,give,me,Def,pronoun,Anim,some money,Indef,non,Inanim
I remember once when we were staying with him in um. Kennedy's bay and and he he'd love to tell &ghost stories& to $us$,tell us ghost stories,tell,us,Def,pronoun,Anim,ghost stories,Indef,non,Inanim
we were all sitting on these boxes and he's telling &this story& to $us$ and he said and there's a ghost coming up the paddock and it's coming through the gate  .,telling us this story,telling,us,Def,pronoun,Anim,this story,Def,non,Inanim
and dont worry about crumbs i shouldve brought a  gi[indec laughter] given &a plate& to $you$ [laughter],given you a plate,given,you,Def,pronoun,Anim,a plate,Indef,non,Inanim
and  i mean if you have ti time i could i could take you and show &some of these places& to $you$ if you like,show you some of these places,show,you,Def,pronoun,Anim,some of these places,Indef,non,Inanim
oh maybe ive got given &the wrong one& to $you$ in that cos that looks like (.),given you the wrong one,given,you,Def,pronoun,Anim,the wrong one,Def,pronoun,Inanim
unfortunately they don't give &an Invercargill telephone book& to $us$ but it may not be in the in this old thing [indec] (-),give us an Invercargill telephone book,give,us,Def,pronoun,Anim,an Invercargill telephone book,Indef,non,Inanim
just give &a ring& to $her$,give her a ring,give,her,Def,pronoun,Anim,a ring,Indef,non,Inanim
not (.) well actually what struck me when you sent &that tape& to $me$ was how li uh how much Mrs Ritchie and and Granny (.) sounded alike,sent me that tape,sent,me,Def,pronoun,Anim,that tape,Def,non,Inanim
didn't give &that& to $you$ did i,give you that,give,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and cleaning course we cleaned every day all the same but you gave &an extra clean& to $it$ and,gave it an extra clean,gave,it,Def,pronoun,Inanim,an extra clean,Indef,non,Inanim
never . they never ever told &anything at all& to $us$ um .,told us anything at all .,told,us,Def,pronoun,Anim,anything at all,Indef,non,Inanim
I think it ahh Robin Gordon showed &a photo of him in a wagon& to $us$,showed us a photo of him in a wagon,showed,us,Def,pronoun,Anim,a photo of him in a wagon,Indef,non,Inanim
tell &what& to $you$ the wife and I,tell you what,tell,you,Def,pronoun,Anim,what,Indef,non,Inanim
oh I can't tell &the year& to $you$ but .,tell you the year,tell,you,Def,pronoun,Anim,the year,Def,non,Inanim
I wanted to get a tractor out and go up but . but he wouldn't give &one& to $me$,give me one,give,me,Def,pronoun,Anim,one,Indef,pronoun,Inanim
I said will you give &eighteen hundred& to $me$ he said right I'll give you eighteen hundred,give me eighteen hundred,give,me,Def,pronoun,Anim,eighteen hundred,Indef,non,Inanim
I said will you give me eighteen hundred he said right I'll give &eighteen hundred& to $you$,give you eighteen hundred,give,you,Def,pronoun,Anim,eighteen hundred,Indef,non,Inanim
and I can tell &something& to $you$,tell you something,tell,you,Def,pronoun,Anim,something,Indef,non,Inanim
